input,output
0.29202648981800744,-6.955733435352227
0.747371595544824,9.803748667106962
-0.712390662050588,-15.641005389357316
-1.6151079632521659,-42.90144313900706
0.8628168935353443,4.624663484707874
-0.4537523812416193,-14.574019940908503
-0.9841607817725814,-32.16295683467098
-0.2324258720274623,-1.0947758544925659
-0.24332625188556253,8.517071012499642
-0.8444764142538497,-19.806297566125988
-0.530327407582726,-14.42120876278387
2.0152208250443837,59.790813166474706
-0.5534026175135522,-19.41503776248957
1.8927422187767202,42.01988049967657
0.7133254192320697,27.577980593801488
0.8683775099508642,22.26521142016659
-0.49429864739786794,-17.626091868118834
0.45053117920927527,2.0853714643375643
0.29164051076463826,5.592789525380246
-0.928335225810039,-18.868008490577935
2.0536932362953815,54.386364513757826
0.004613901175436712,-3.3503166477094384
0.9384604688575977,11.189425699040278
-0.5108262341824535,-10.748512620214083
-2.187115273247333,-55.45821046178979
0.05569219339294779,-17.900272692803142
1.1790347434852069,28.427707726958477
0.080866188394344,-18.322801535250203
0.5628467852810314,13.651303799645703
-1.81842142065901,-34.34457025399709
-0.6437970571220203,-12.265392988545967
0.14375578038446712,7.893124805482795
0.5143288551447859,26.028947787221306
0.9199851312920041,34.866992297313075
0.9528306110451948,18.375742802843305
-0.057532387873538586,-3.2742855401843483
-0.2642474112620271,-19.508177100028934
-0.911344781357355,-10.976458367550098
0.5011676877836018,9.704150185524695
0.4006736681660438,8.35723597451192
0.5646542880869975,13.477156605987785
1.3503059959308692,47.91965110150977
0.21745165945019368,13.568344518354621
-1.639093411201915,-30.04118034036344
-1.261605945319069,-31.260641718993007
1.1383330474921514,22.07495633952926
-0.27813451650877447,-3.388081079879142
-0.31726597100271015,-29.049797349857386
-1.0760914658121563,-32.804122068399344
0.7622308225590424,31.265606805604428
-0.25251758817880776,-1.4188128592306954
-0.42989708186880404,-5.5956443292687945
0.2572490050399525,11.957493642062165
1.075681534164297,18.740332499012258
0.01997092245414585,10.536645222300843
-1.9453906815188249,-29.10098903298477
-0.4192603220087837,5.5321089525093505
0.8612113741693206,4.963661133586912
-0.6209797023155086,2.1796900595121382
0.9929491259546886,23.936988453760698
-1.185418809153406,-34.32795550693639
-0.6753750576188053,-21.44887897558344
-0.6606324986051187,-10.543654805167659
0.7291654706806434,11.187123736225876
-0.7598847788231394,-11.725322458259066
-0.026771649986440726,-8.576219660533043
